0,0.00310718,0.0227688,0.00613854,0.0446971,0,0.0767117
0,0.00310718,0.0227688,0.00613854,0.0446971,0,0.0767117
0.5,0.00223986,0.0222119,0.00585514,0.0492571,0,0.0795639
1,0.00208019,0.0214981,0.00582559,0.0381851,0,0.067589
1.5,0.00201374,0.0207882,0.0059217,0.0311669,0,0.0598905
2,0.00197266,0.0201667,0.00605224,0.0268293,0,0.0550209
2.5,0.00193131,0.0196113,0.00619977,0.0262099,0,0.0539523
3,0.00190284,0.0190135,0.00638069,0.0293024,0,0.0565994
0,0.00310718,0.0227688,0.00613854,0.0446971,0,0.0767117
0,0.00399458,0,0,0,0,0.00399458
0,0.00399458,0,0,0,0,0.00399458
0.5,0.00317921,0.00165279,-0.000662561,2.10878,0,2.11294
0,0.00399458,0,0,0,0,0.00399458
0.5,0.00317921,0.00165279,-0.000662561,2.10878,0,2.11294
1,0.00321826,0.00468239,-0.00133143,1.18754,0,1.19411
1.5,0.00327516,0.00674729,-0.000920738,0.789421,0,0.798523
2,0.00333354,0.00701857,0.00062514,1.03499,0,1.04596
2.5,0.00328781,0.00744006,0.00305668,1.38792,0,1.40171
3,0.00335323,0.00882109,0.00525406,1.71851,0,1.73594
0,0.00399458,0,0,0,0,0.00399458
0.5,0.00317921,0.00165279,-0.000662561,2.10878,0,2.11294
1,0.00321826,0.00468239,-0.00133143,1.18754,0,1.19411
1.5,0.00327516,0.00674729,-0.000920738,0.789421,0,0.798523
2,0.00333354,0.00701857,0.00062514,1.03499,0,1.04596
2.5,0.00328781,0.00744006,0.00305668,1.38792,0,1.40171
3,0.00335323,0.00882109,0.00525406,1.71851,0,1.73594
