0,0.00102922,0,0.013126,0,0,0.0141552
0.1,0.00102914,2.84185e-08,0.0130979,2.83381e-05,0,0.0141554
0.2,0.00102891,4.53043e-07,0.0130142,0.000112563,0,0.0141561
0.3,0.00102856,2.27967e-06,0.0128759,0.000250333,0,0.0141571
0.4,0.00102813,7.1442e-06,0.012685,0.000437834,0,0.0141581
0.5,0.00102771,1.72542e-05,0.012444,0.000669912,0,0.0141588
0.6,0.00102733,3.53109e-05,0.0121561,0.000940238,0,0.014159
0.7,0.00102705,6.44155e-05,0.0118252,0.00124152,0,0.0141582
0.8,0.00102691,0.000107962,0.0114556,0.0015657,0,0.0141562
0.9,0.00102692,0.000169523,0.0110519,0.00190422,0,0.0141525
1,0.00102708,0.000252726,0.010619,0.00224825,0,0.014147
1.1,0.00102735,0.00036113,0.0101622,0.00258892,0,0.0141395
1.2,0.0010277,0.000498099,0.00968662,0.00291753,0,0.0141299
1.3,0.00102807,0.000666683,0.00919764,0.00322583,0,0.0141182
1.4,0.00102842,0.000869496,0.00870039,0.00350613,0,0.0141044
1.5,0.0010287,0.00110861,0.00819984,0.00375157,0,0.0140887
1.6,0.00102888,0.00138546,0.00770073,0.00395622,0,0.0140713
1.7,0.00102895,0.00170075,0.00720745,0.00411523,0,0.0140524
1.8,0.00102891,0.00205442,0.00672404,0.00422496,0,0.0140323
1.9,0.00102878,0.00244557,0.00625411,0.00428304,0,0.0140115
2,0.00102859,0.00287244,0.0058008,0.0042884,0,0.0139902
2.1,0.00102837,0.00333245,0.0053668,0.00424129,0,0.0139689
2.2,0.00102818,0.00382218,0.00495434,0.00414324,0,0.0139479
2.3,0.00102803,0.00433747,0.00456515,0.00399704,0,0.0139277
2.4,0.00102797,0.00487341,0.00420053,0.00380658,0,0.0139085
2.5,0.001028,0.00542452,0.00386136,0.00357679,0,0.0138907
2.6,0.00102814,0.00598474,0.0035481,0.00331345,0,0.0138744
2.7,0.00102838,0.00654764,0.0032609,0.00302309,0,0.01386
2.8,0.00102869,0.00710647,0.00299956,0.00271277,0,0.0138475
2.9,0.00102907,0.0076543,0.00276366,0.00238992,0,0.0138369
3,0.00102947,0.00818415,0.00255253,0.00206218,0,0.0138283
3.1,0.00102987,0.00868912,0.0023654,0.00173718,0,0.0138216
3.2,0.00103024,0.00916249,0.00220133,0.00142243,0,0.0138165
3.3,0.00103055,0.00959786,0.00205938,0.00112511,0,0.0138129
3.4,0.00103079,0.00998926,0.00193857,0.000851943,0,0.0138106
3.5,0.00103094,0.0103313,0.00183796,0.000609063,0,0.0138092
3.6,0.00103101,0.0106191,0.00175669,0.000401877,0,0.0138086
3.7,0.00103099,0.0108486,0.00169399,0.000234971,0,0.0138085
3.8,0.00103091,0.0110165,0.00164923,0.000112023,0,0.0138087
3.9,0.00103078,0.0111204,0.00162195,3.57347e-05,0,0.0138089
4,0.00103063,0.0111589,0.00161186,7.77661e-06,0,0.0138091
4.1,0.00103047,0.0111312,0.00161883,2.87625e-05,0,0.0138092
4.2,0.00103035,0.0110377,0.00164295,9.82355e-05,0,0.0138093
4.3,0.00103028,0.0108798,0.00168449,0.000214677,0,0.0138092
4.4,0.00103028,0.0106597,0.00174387,0.000375536,0,0.0138093
4.5,0.00103038,0.0103804,0.00182169,0.000577274,0,0.0138097
4.6,0.00103057,0.010046,0.0019187,0.000815435,0,0.0138107
4.7,0.00103086,0.00966103,0.00203574,0.00108473,0,0.0138124
4.8,0.00103124,0.00923101,0.00217373,0.00137914,0,0.0138151
4.9,0.00103171,0.00876182,0.00233365,0.00169203,0,0.0138192
5,0.00103224,0.0082599,0.00251646,0.00201629,0,0.0138249
