0,0.00103612,0,0.0131243,0,0,0.0141604
0.1,0.00103456,2.96476e-08,0.0130961,3.14069e-05,0,0.0141621
0.2,0.00103326,4.65185e-07,0.0130118,0.000117995,0,0.0141635
0.3,0.00103406,2.3177e-06,0.0128726,0.000253815,0,0.0141627
0.4,0.00103351,7.2461e-06,0.0126804,0.000442021,0,0.0141631
0.5,0.00103266,1.74792e-05,0.0124378,0.000675405,0,0.0141634
0.6,0.00103412,3.57086e-05,0.0121482,0.000942529,0,0.0141606
0.7,0.00103461,6.5116e-05,0.0118154,0.00124268,0,0.0141578
0.8,0.00103328,0.000109191,0.0114436,0.00156942,0,0.0141555
0.9,0.0010339,0.000171456,0.0110377,0.00190663,0,0.0141497
1,0.00103492,0.000255618,0.0106027,0.00224849,0,0.0141417
1.1,0.00103365,0.000365412,0.0101437,0.00259121,0,0.014134
1.2,0.00103346,0.000504072,0.00966615,0.00291933,0,0.014123
1.3,0.00103484,0.000674579,0.00917533,0.00322354,0,0.0141083
1.4,0.00103417,0.00087979,0.00867645,0.00350311,0,0.0140935
1.5,0.00103333,0.00112162,0.00817454,0.00374733,0,0.0140768
1.6,0.00103458,0.00140121,0.00767437,0.00394607,0,0.0140562
1.7,0.0010345,0.00171952,0.00718036,0.00410105,0,0.0140354
1.8,0.00103334,0.0020764,0.00669655,0.00420815,0,0.0140144
1.9,0.0010343,0.00247047,0.00622656,0.00425916,0,0.0139905
2,0.00103484,0.00290018,0.00577354,0.00425804,0,0.0139666
2.1,0.00103362,0.00336311,0.00534017,0.00420761,0,0.0139445
2.2,0.00103408,0.00385522,0.00492864,0.00410323,0,0.0139212
2.3,0.00103499,0.00437241,0.00454068,0.00395025,0,0.0138983
2.4,0.00103388,0.00491016,0.00417756,0.00375715,0,0.0138787
2.5,0.00103387,0.00546231,0.00384011,0.00352334,0,0.0138596
2.6,0.00103503,0.00602267,0.00352879,0.00325469,0,0.0138412
2.7,0.00103433,0.00658533,0.00324369,0.00296328,0,0.0138266
2.8,0.00103399,0.00714301,0.0029846,0.00265218,0,0.0138138
2.9,0.00103511,0.0076884,0.00275106,0.00232703,0,0.0138016
3,0.00103458,0.00821516,0.0025424,0.00200102,0,0.0137932
3.1,0.00103386,0.00871597,0.0023578,0.00167918,0,0.0137868
3.2,0.00103488,0.00918354,0.00219634,0.00136569,0,0.0137804
3.3,0.00103473,0.00961215,0.00205704,0.00107284,0,0.0137768
3.4,0.00103399,0.0099957,0.00193895,0.000806282,0,0.0137749
3.5,0.00103496,0.0103282,0.00184111,0.000568056,0,0.0137723
3.6,0.00103511,0.0106056,0.00176269,0.000367918,0,0.0137713
3.7,0.00103425,0.010824,0.00170293,0.000210607,0,0.0137718
3.8,0.00103493,0.0109795,0.00166124,9.52786e-05,0,0.013771
3.9,0.00103517,0.0110705,0.00163716,2.78948e-05,0,0.0137707
4,0.00103431,0.0110957,0.00163046,1.11281e-05,0,0.0137716
4.1,0.00103486,0.0110542,0.00164104,4.10495e-05,0,0.0137712
4.2,0.00103533,0.0109469,0.00166902,0.000119541,0,0.0137708
4.3,0.00103459,0.0107757,0.00171471,0.000246847,0,0.0137719
4.4,0.00103497,0.0105425,0.00177858,0.000416125,0,0.0137721
4.5,0.00103554,0.0102507,0.00186126,0.000625224,0,0.0137728
4.6,0.00103487,0.00990509,0.00196351,0.000871967,0,0.0137754
4.7,0.00103503,0.00950988,0.00208623,0.00114721,0,0.0137783
4.8,0.00103566,0.00907074,0.00223033,0.00144536,0,0.0137821
4.9,0.00103514,0.00859418,0.00239681,0.00176245,0,0.0137886
5,0.00103512,0.00808633,0.0025866,0.00208835,0,0.0137964
